id_estado;cidade;estado
10;Turilandia;MA
10;Tutoia;MA
10;Urbano Santos;MA
10;Vargem Grande;MA
10;Viana;MA
10;Vila Nova Dos Martirios;MA
10;Vitoria Do Mearim;MA
10;Vitorino Freire;MA
10;Ze Doca;MA
18;Acaua;PI
18;Agricolandia;PI
18;Agua Branca;PI
18;Alagoinha Do Piaui;PI
18;Alegrete Do Piaui;PI
18;Alto Longa;PI
18;Altos;PI
18;Alvorada Do Gurgueia;PI
18;Amarante;PI
18;Angical Do Piaui;PI
18;Anisio De Abreu;PI
18;Antonio Almeida;PI
18;Aroazes;PI
18;Aroeiras Do Itaim;PI
18;Arraial;PI
18;Assuncao Do Piaui;PI
18;Avelino Lopes;PI
18;Baixa Grande Do Ribeiro;PI
18;Barra Dalcantara;PI
18;Barras;PI
18;Barreiras Do Piaui;PI
18;Barro Duro;PI
18;Batalha;PI
18;Bela Vista Do Piaui;PI
18;Belem Do Piaui;PI
18;Beneditinos;PI
18;Bertolinia;PI
18;Betania Do Piaui;PI
18;Boa Hora;PI
18;Bocaina;PI
18;Bom Jesus;PI
18;Bom Principio Do Piaui;PI
18;Bonfim Do Piaui;PI
18;Boqueirao Do Piaui;PI
18;Brasileira;PI
18;Brejo Do Piaui;PI
18;Buriti Dos Lopes;PI
18;Buriti Dos Montes;PI
18;Cabeceiras Do Piaui;PI
18;Cajazeiras Do Piaui;PI
18;Cajueiro Da Praia;PI
18;Caldeirao Grande Do Piaui;PI
18;Campinas Do Piaui;PI
18;Campo Alegre Do Fidalgo;PI
18;Campo Grande Do Piaui;PI
18;Campo Largo Do Piaui;PI
18;Campo Maior;PI
18;Canavieira;PI
18;Canto Do Buriti;PI
18;Capitao De Campos;PI
18;Capitao Gervasio Oliveira;PI
18;Caracol;PI
18;Caraubas Do Piaui;PI
18;Caridade Do Piaui;PI
18;Castelo Do Piaui;PI
18;Caxingo;PI
18;Cocal;PI
18;Cocal De Telha;PI
18;Cocal Dos Alves;PI
18;Coivaras;PI
18;Colonia Do Gurgueia;PI
18;Colonia Do Piaui;PI
18;Conceicao Do Caninde;PI
18;Coronel Jose Dias;PI
18;Corrente;PI
18;Cristalandia Do Piaui;PI
18;Cristino Castro;PI
18;Curimata;PI
18;Currais;PI
18;Curralinhos;PI
18;Curral Novo Do Piaui;PI
18;Demerval Lobao;PI
18;Dirceu Arcoverde;PI
18;Dom Expedito Lopes;PI
18;Domingos Mourao;PI
18;Dom Inocencio;PI
18;Elesbao Veloso;PI
18;Eliseu Martins;PI
18;Esperantina;PI
18;Fartura Do Piaui;PI
18;Flores Do Piaui;PI
18;Floresta Do Piaui;PI
18;Floriano;PI
18;Francinopolis;PI
18;Francisco Ayres;PI
18;Francisco Macedo;PI
18;Francisco Santos;PI
18;Fronteiras;PI
18;Geminiano;PI
18;Gilbues;PI
18;Guadalupe;PI
18;Guaribas;PI
18;Hugo Napoleao;PI
18;Ilha Grande;PI
18;Inhuma;PI
18;Ipiranga Do Piaui;PI
18;Isaias Coelho;PI
18;Itainopolis;PI
18;Itaueira;PI
18;Jacobina Do Piaui;PI
18;Jaicos;PI
18;Jardim Do Mulato;PI
18;Jatoba Do Piaui;PI
18;Jerumenha;PI
18;Joao Costa;PI
18;Joaquim Pires;PI
18;Joca Marques;PI
18;Jose De Freitas;PI
18;Juazeiro Do Piaui;PI
18;Julio Borges;PI
18;Jurema;PI
18;Lagoinha Do Piaui;PI
18;Lagoa Alegre;PI
18;Lagoa Do Barro Do Piaui;PI
18;Lagoa De Sao Francisco;PI
18;Lagoa Do Piaui;PI
18;Lagoa Do Sitio;PI
18;Landri Sales;PI
18;Luis Correia;PI
18;Luzilandia;PI
18;Madeiro;PI
18;Manoel Emidio;PI
18;Marcolandia;PI
18;Marcos Parente;PI
18;Massape Do Piaui;PI
18;Matias Olimpio;PI
18;Miguel Alves;PI
18;Miguel Leao;PI
18;Milton Brandao;PI
18;Monsenhor Gil;PI
18;Monsenhor Hipolito;PI
18;Monte Alegre Do Piaui;PI
18;Morro Cabeca No Tempo;PI
18;Morro Do Chapeu Do Piaui;PI
18;Murici Dos Portelas;PI
18;Nazare Do Piaui;PI
18;Nazaria;PI
18;Nossa Senhora De Nazare;PI
18;Nossa Senhora Dos Remedios;PI
18;Novo Oriente Do Piaui;PI
18;Novo Santo Antonio;PI
18;Oeiras;PI
18;Olho Dagua Do Casado;PI
18;Padre Marcos;PI
18;Paes Landim;PI
18;Pajeu Do Piaui;PI
18;Palmeira Do Piaui;PI
18;Palmeirais;PI
18;Paqueta;PI
18;Parnagua;PI
18;Parnaiba;PI
18;Passagem Franca Do Piaui;PI
18;Patos Do Piaui;PI
18;Pau Darco Do Piaui;PI
18;Paulistana;PI
18;Pavussu;PI
18;Pedro Ii;PI
18;Pedro Laurentino;PI
18;Nova Santa Rita;PI
18;Picos;PI
18;Pimenteiras;PI
18;Pio Ix;PI
18;Piracuruca;PI
18;Piripiri;PI
18;Porto;PI
18;Porto Alegre Do Piaui;PI
18;Prata Do Piaui;PI
18;Queimada Nova;PI
18;Redencao Do Gurgueia;PI
18;Regeneracao;PI
18;Riacho Frio;PI
18;Ribeira Do Piaui;PI
18;Ribeiro Goncalves;PI
18;Rio Grande Do Piaui;PI
18;Santa Cruz Do Piaui;PI
18;Santa Cruz Dos Milagres;PI
18;Santa Filomena;PI
18;Santa Luz;PI
18;Santana Do Piaui;PI
18;Santa Rosa Do Piaui;PI
18;Santo Antonio De Lisboa;PI
18;Santo Antonio Dos Milagres;PI
18;Santo Inacio Do Piaui;PI
18;Sao Braz Do Piaui;PI
18;Sao Felix Do Piaui;PI
18;Sao Francisco De Assis Do Piaui;PI
18;Sao Francisco Do Piaui;PI
18;Sao Goncalo Do Gurgueia;PI
18;Sao Goncalo Do Piaui;PI
18;Sao Joao Da Canabrava;PI
18;Sao Joao Da Fronteira;PI
18;Sao Joao Da Serra;PI
18;Sao Joao Da Varjota;PI
18;Sao Joao Do Arraial;PI
18;Sao Joao Do Piaui;PI
18;Sao Jose Do Divino;PI
18;Sao Jose Do Peixe;PI
18;Sao Jose Do Piaui;PI
18;Sao Juliao;PI
18;Sao Lourenco Do Piaui;PI
18;Sao Luis Do Piaui;PI
18;Sao Miguel Da Baixa Grande;PI
18;Sao Miguel Do Fidalgo;PI
18;Sao Miguel Do Tapuio;PI
18;Sao Pedro Do Piaui;PI
18;Sao Raimundo Nonato;PI
18;Sebastiao Barros;PI
18;Sebastiao Leal;PI
18;Sigefredo Pacheco;PI
18;Simoes;PI
18;Simplicio Mendes;PI
18;Socorro Do Piaui;PI
18;Sussuapara;PI
18;Tamboril Do Piaui;PI
18;Tanque Do Piaui;PI
18;Teresina;PI
18;Uniao;PI
18;Urucui;PI
18;Valenca Do Piaui;PI
18;Varzea Branca;PI
18;Varzea Grande;PI
18;Vera Mendes;PI
18;Vila Nova Do Piaui;PI
18;Wall Ferraz;PI
6;Abaiara;CE
6;Acarape;CE
6;Acarau;CE
6;Acopiara;CE
6;Aiuaba;CE
6;Alcantaras;CE
6;Altaneira;CE
6;Alto Santo;CE
6;Amontada;CE
6;Antonina Do Norte;CE
6;Apuiares;CE
6;Aquiraz;CE
6;Aracati;CE
6;Aracoiaba;CE
6;Ararenda;CE
6;Araripe;CE
6;Aratuba;CE
6;Arneiroz;CE
6;Assare;CE
6;Aurora;CE
6;Baixio;CE
6;Banabuiu;CE
6;Barbalha;CE
6;Barreira;CE
6;Barro;CE
6;Barroquinha;CE
6;Baturite;CE
6;Beberibe;CE
6;Bela Cruz;CE
6;Boa Viagem;CE
6;Brejo Santo;CE
6;Camocim;CE
6;Campos Sales;CE
6;Caninde;CE
6;Capistrano;CE
6;Caridade;CE
6;Carire;CE
6;Caririacu;CE
6;Carius;CE
6;Carnaubal;CE
6;Cascavel;CE
6;Catarina;CE
6;Catunda;CE
6;Caucaia;CE
6;Cedro;CE
6;Chaval;CE
6;Choro;CE
6;Chorozinho;CE
6;Coreau;CE
6;Crateus;CE
6;Crato;CE
6;Croata;CE
6;Cruz;CE
6;Deputado Irapuan Pinheiro;CE
6;Erere;CE
6;Eusebio;CE
6;Farias Brito;CE
6;Forquilha;CE
6;Fortaleza;CE
6;Fortim;CE
6;Frecheirinha;CE
6;General Sampaio;CE
6;Graca;CE
6;Granja;CE
6;Granjeiro;CE
6;Groairas;CE
6;Guaiuba;CE
6;Guaraciaba Do Norte;CE
6;Guaramiranga;CE
6;Hidrolandia;CE
6;Horizonte;CE
6;Ibaretama;CE
6;Ibiapina;CE
6;Ibicuitinga;CE
6;Icapui;CE
6;Ico;CE
6;Iguatu;CE
6;Independencia;CE
6;Ipaporanga;CE
6;Ipaumirim;CE
6;Ipu;CE
6;Ipueiras;CE
6;Iracema;CE
6;Iraucuba;CE
6;Itaicaba;CE
6;Itaitinga;CE
6;Itapaje;CE
6;Itapipoca;CE
6;Itapiuna;CE
6;Itarema;CE
6;Itatira;CE
6;Jaguaretama;CE
6;Jaguaribara;CE
6;Jaguaribe;CE
6;Jaguaruana;CE
6;Jardim;CE
6;Jati;CE
6;Jijoca De Jericoacoara;CE
6;Juazeiro Do Norte;CE
6;Jucas;CE
6;Lavras Da Mangabeira;CE
6;Limoeiro Do Norte;CE
6;Madalena;CE
6;Maracanau;CE
6;Maranguape;CE
6;Marco;CE
6;Martinopole;CE
6;Massape;CE
6;Mauriti;CE
6;Meruoca;CE
6;Milagres;CE
6;Milha;CE
6;Miraima;CE
6;Missao Velha;CE
6;Mombaca;CE
6;Monsenhor Tabosa;CE
6;Morada Nova;CE
6;Moraujo;CE
6;Morrinhos;CE
6;Mucambo;CE
6;Mulungu;CE
6;Nova Olinda;CE
6;Nova Russas;CE
6;Novo Oriente;CE
6;Ocara;CE
6;Oros;CE
6;Pacajus;CE
6;Pacatuba;CE
6;Pacoti;CE
6;Pacuja;CE
6;Palhano;CE
6;Palmacia;CE
6;Paracuru;CE
6;Paraipaba;CE
6;Parambu;CE
6;Paramoti;CE
